track_id,track_name,artist_name,artist_id,community_id,umap_x,umap_y,playlist_count,log_playlist_count
3JTMWdhcJPiegDSe7SvZS3,Cannibal,Kesha,6LqNN22kT3074XbTVUrhzX,22,2.639636,6.3447766,15,2.772588722239781
14m4h509A1JJojv3eDxUDe,Ninguna Como Ella,Natanael Cano,0elWFr7TW8piilVRYJUe4P,9,-5.3200965,3.773048,3,1.3862943611198906
6XpisKisbZrq35zOip1IK0,Мне пох,Klava Koka,1I8cwnCuQZfi6C1eZVrRIF,29,-1.8651216,11.519372,4,1.6094379124341003
22VwcNRJFCeCjgYRhaDjal,Whatever - Sped Up,Turbocharged Titans,3gnC6N6RVGrVMizCRjD3Ec,81,2.467573,0.45821768,3,1.3862943611198906
6ttxObu3D64nLg3aL44tpK,Party All Day,Ken Carson,3gBZUcNeVumkeeJ19CY2sX,48,5.4731793,6.254567,3,1.3862943611198906
5NqAPnASGlRb0Ny4FwUYZH,Altas Horas,Grupo Revelação,7yQrcdkLdBAkV7yY9fF2Hw,27,8.413973,-1.4393678,4,1.6094379124341003
07q0QVgO56EorrSGHC48y3,I Was Made For Lovin' You,KISS,07XSN3sPlIlB2L2XNcTwJw,0,1.713065,5.0238857,43,3.784189633918261
5cRDn5aGMLvWsldoRmOOz0,Solar System,Sub Focus,0QaSiI5TLA4N7mcsdxShDO,50,3.7962584,2.3179874,7,2.0794415416798357
2zhGnnDewN4kBsVzbqjBtX,Nessaja,Scooter,0HlxL5hisLf59ETEPM3cUA,24,2.6629703,5.334231,11,2.4849066497880004
4jep6dMPP0z7HrN375InoL,Première Gymnopédie,Erik Satie,459INk8vcC0ebEef82WjIK,8,-3.987005,7.5600133,3,1.3862943611198906
6Ykaa9o0JR7j06sk1jfXKJ,검은 고양이 네로,TURBO,3aboSJaljyYlTRXt7pEH0G,19,7.2883916,8.685794,5,1.791759469228055
3SvZOri3IfrcrlOpbqp8zx,Female Buddha Taras Mantra - Tibetan Chant plus Urban Groove,Lama Surya Das & Steven Halpern,7usPquMZFXjaDPMptJ3WdX,86,-4.133566,7.5912457,3,1.3862943611198906
1lH7iIoRToQuAVR2uj9ICF,Será porque te amo,Los Tigrillos,5kuxm06ltfO1Rj9j5UQewf,20,-4.492576,2.4071136,8,2.1972245773362196
59KBWrLHd49DHxBRIBZhHG,Un Buen Querer,CamiLuna,4VwWH2Rvmdz8RQRrk7ibJZ,72,-4.24738,7.6278563,3,1.3862943611198906
74ak5c3OqvJl012AcN99d1,Akuten,Solguden & Mannen,1aCtu6ooZLKUUvqUJvzJzM,40,3.2610667,4.0707293,3,1.3862943611198906
7rZ1zXk0K0gSSUInOd9Tss,La Carrera,Moa Rivera,3SVGxBlWR0Cnamj9e2Ybmz,88,7.3989825,-0.00918573,13,2.6390573296152584
0tSRiwLvn7acLiMCoMuI8F,Will You Bleed For Her?,Duv,1LTXSRtfoqevh9ILxubJzD,4,-3.947487,7.618885,4,1.6094379124341003
